method,text,predicted,actual
Baseline,"#binay2016 will not only aim for billions but eventually he will claim r country us ""pilibinay"" #notobinay #phvote [url]",0,1
Baseline,#pilipinasdebates2016,0,1
Baseline,bakit dahil kay binay madilim ang kanyang advertisment,0,1
Baseline,[url] #selfishpoe inuuna ang pansariling interest kumoara sa kapakanan ng bayan. #roro2016 #roxasrobredo,0,1
Baseline,"why is abscbn making mar roxas as the good example for filipinos, the hope of the people... wait, lets talk abt yolanda funds..",0,1
Baseline,rt [mention]: [mention] kamuka ni kokey yan si binay,0,1
Baseline,"i really hope the voting public bothered to witness this debate. if you're still voting for duterte or binay, then idk anymore. #phvote",0,1
Baseline,enrile to raise #mamasapano issue vs roxas if admin uses corruption vs binay [url] | [mention] [url],0,1
Baseline,"what saddens me most is that roxas, poe and binay placed higher than mds. you're really not afraid of a dying country.",0,1
Baseline,alingbelenofficial [url],0,1
Baseline,"i hear our neighbor's sing vp binay's jingle pero iba yung lyrics. from only binay to ""lonely binay."" huhu wait na-lss ako",0,1
Baseline,"pwede na si du30, wag lang si poe, wag! shet, wag! miriam, laban pa! #miriamforpresident",0,1
Baseline,vote buying from mar roxas . first time namin nakatanggap na galing sa president [url],0,1
Baseline,puro lait sa sarili si binay :(,0,1
Baseline,"bat kaya napikon si binay kay mar roxas dahil ba sa parinig ni roxas na ""kahit hindi ako laki sa hirap atleast hindi ako magnanakaw""",0,1
Baseline,edi iboto si miriam para walang mapunta kay roxas. haha #suchlogic,0,1
Baseline,mar roxas: i don’t need ofw vote [url] via [mention],0,1
Baseline,"poor grace poe. pero parang awa niyo na, wag niyong iboto si mar roxas :(",0,1
Baseline,#pushawardskathniels,0,1
Baseline,"dapat dinidisqualify c mar roxas, puro kadayaan ang alam. hays #halalan2016 #kwentuhanghalalan",0,1
Baseline,"talaga 'to si kokey! lahat na lang eh. pati oplan tuli, naki-join din! ?? hahahahahahaha! ?? #binay #vpbinay #lol... [url]",0,1
Baseline,retweet sa mga badtrip kay mar roxas ???? [url],0,1
Baseline,[mention]..mar roxas' statement makes no sense... not for a future president!,0,1
Baseline,??????????,0,1
Baseline,"well, duterte's rank was quite expected but i can't believe roxas, poe, and binay over santiago? this is a proof that many ppl has no brains",0,1
Baseline,question: do grace/binay/digong attack each other? hindi noh? they all attack mar! #evilconspiracy to bring us back to dark times...,0,1
Baseline,"bakit kaya may pagbabantang nagaganap sa mga commercial ni mar roxas, na pag hindi natuloy ang daang matuwid keme keme?",0,1
Baseline,"look at the mirror, sen. rt [mention]: trillanes on binay: once a plunderer, always a plunderer [url]",0,1
Baseline,i'd say i'm about as fucked as mar roxas denying his case against the victims of yolanda [url],0,1
Baseline,poor binay and roxas couldn't win oscar despite their entertaining campaign. #oscars,0,1
Baseline,wtf binay! #jumpinpup #smartjumpindanceoff3 [url],0,1
Baseline,"nasa 2nd spot na si mar roxas wow -.- leni robredo lang mar, wag ka na. lol",0,1
Baseline,"nagpapalitan lang si grace at binay sa survey, mahihirapan si [mention] na umusad pa. asahan na ang malawakang vote-buying ng mga desperado",0,1
Baseline,[mention] [mention] kahit sino na. wag lang si binay. ??,0,1
Baseline,tama na and dada mar roxas #roxasquitnow #dutertetilltheend,0,1
Baseline,"nakakatakot matulog, baka pagkagising ko si roxas na nangunguna. biglang overtake kay poe eh. wag ganun. #halalan2016",0,1
Baseline,only binay touches my skin who touches yours ? syempre rodrigo duterte... hahahaha... #duterte2016,0,1
Baseline,#showtimehashtags [url],0,1
Baseline,wag iboto so jojo binay,0,1
Baseline,"[mention] yung bagong binay ad, paawa effect na naman :((",0,1
Baseline,"#roxasrobredo are bullies, no class whatsoever.",0,1
Baseline,"salgado on vp binay being the top spender in political ads: hindi lang pala selective justice, selective data rin ang nangyari dito | via d…",0,1
Baseline,no to roxasbinay ????,0,1
Baseline,yan si binay. xd samoka [url],0,1
Baseline,mar roxas too thirsty to win,0,1
Baseline,"wala akong mapili kayna binay, santiago, at duterte. basta ako ay ""kahit sino wag lang si roxas.""",0,1
Baseline,"goodbye aquino administration, mar roxas, abs-cbn, kathniel, yellow retards ??",0,1
Baseline,i'll never understand mar roxas' publicity stunts #smh,0,1
Baseline,"kung merong duterte death squad, meron ding: mar mudslingers poe paawa squad binay boodle fighters miriam medical mysteries",0,1
Baseline,panu kasi si binay walang kabuhay-buhay ang speech. [url],0,1
Baseline,"a word to describe vp binay, trillanes said: ""greed."" #mbhotseat #trillanesinmb #halalan2016",0,1
Baseline,"""ang pangulo ko ay si mar roxas. ishare mo to sa 25 na tao within 30mins at magkakaron ka ng sobre. wag kang tumawa kapitbahay ko meron na""??",0,1
Baseline,"jusko eto tayo. labanan ng intro si grace poe. sa second paragraph, wala na connect #pilipinasdebates2016",0,1
Baseline,"definitely under mar roxas and leni robredo, fight against corruption; likes of enrile, revilla, estrada and binays continues. #politicsph",0,1
Baseline,jajajhha pera pera tlga tong si binay [url],0,1
Baseline,the question is not whether binay is bad but whether he will be badder #phvote [url] [url],0,1
Baseline,#nakupoe,0,1
Baseline,hayop na mar roxas to pumapangalawa!??,0,1
Baseline,jose rizal [url],0,1
Baseline,yak naman binay. yakkk,0,1
Baseline,"binay, it's either your team failed at research or you purposely got it wrong. but knowing you, it must b the latter [url]",0,1
Baseline,news: mar roxas to face enrile grilling when #mamasapano probe reopens [url] | via [mention] #thelance #stayupdated,0,1
Baseline,pick up line ba yan mr.vp binay? #notobinay [url],0,1
Baseline,hala 2nd na si mar roxas.... 7.1 million .... 1st si duterte [mention].2 million votes sa partial and unofficial votes.,0,1
Baseline,"rt [mention]: jogging with ipad. hassle, mar roxas. ?? [url]",0,1
Baseline,"#pilipinasdebates2016 mar binay and grace, get out of here. you have no business here.",0,1
Baseline,[mention] tsk! sayang boto talaga kay binay,0,1
Baseline,"jojo binay: vice president sa umaga, di makita sa gabi???????? ayoko na po?????????????? [url]",0,1
Baseline,[mention] [mention] pano yung remaining ph 5b kapag hindi nanalo si mar roxas? sa bulsa ni binay ganern?,0,1
Baseline,"ugggh! bat kahit anong sabihin ni mar at ni grace, di ko magawang maniwala. #pilipinasdebates2016",0,1
Baseline,may dayaan talagang magaganap gagawa ng paraan si mar wag lang manalo si duterte .. poor poor roxas #bigswitch2miriam #lunetadutertecayetano,0,1
Baseline,ano ba yan bat ba puro mukha ni binay nasa tl ko,0,1
Baseline,"pansin ko lang, si du30 laman lage ng blita niyo? umay nako, binay, mar at poe naman.. gs2 ko dn mlmn ibang baho nila [mention] [mention]",0,1
Baseline,grace poe enticed people w/ 500php but didn't pay them afters. they rallied in baguio. ht [mention],0,1
Baseline,"here's grace poe's response to mar roxas: ""anytime pwede namang mag-usap, pero sa puntong ito, ano pa ba ang pag-uusapan natin?"" #huwagpoe",0,1
Baseline,hahahahahaha aba vanishing binay [url],0,1
Baseline,no to mar roxas ????,0,1
Baseline,too sad to know that miriam is at the bottom. that should be mar roxas spot. totoo nga ang stupid is forever. #halalanresults ??,0,1
Baseline,choosing the lesser of two evils is still choosing evil [url],0,1
Baseline,binay should be more original and stop using any reference to daan [url],0,1
Baseline,tengeneng mar roxas to abusado sa patalastas haha,0,1
Baseline,me: hahahaha ano pinaglalaban mo?,0,1
Baseline,ayaw pa pala magconcede ni binay.. :d,0,1
Baseline,yung bakla kanina sa salon g na g kay mayor duterte. si roxas daw ang ma's karapat dapat. magkano kaya nakuha nya. hahahahahaha. hays,0,1
Baseline,"""mar roxas is probably the most misunderstood, most-bashed, most belittled leader we’ve had."" — [url]",0,1
Baseline,"oha! di kasi kailangan ni vp binay na magpadq ng kalaban para manalo, unlike sa desperate candidates. #onlybinay [url]",0,1
Baseline,"#gracepoe is buying votes, huh? well, now i know. so much for promoting a clean governance. tsk. #phvote",0,1
Baseline,"kawawa naman si binay, kulang yung pampagamot sa nanay niya. kaya satin bumabawi, bumabawi ng salapit. haha",0,1
Baseline,"rt [mention]: roxas - takot sa pangulo poe - no exp, lvl 1 lang binay - idol ko, makunat na makunat santiago - pick-up line duterte - …",0,1
Baseline,[mention] don't tag me. i don't like binay. end of convo. [mention] [mention] [mention],0,1
Baseline,duterte till the end,0,1
Baseline,"calling all supporters of marcos, erap, cj corona, binay, pgma.... #abscbndontlie [url]",0,1
Baseline,[mention] [mention] [mention] [mention] [mention] huwaw sa nognog nahiya si binay sa kulay mo hahaha #aldub14thweeksary,0,1
Baseline,"what if binay wins, will you say there's cheating too? o yung accusation ng ""cheating"" is reserved lang for admin bets? naman. ?? wag ganun.",0,1
Baseline,[mention] [mention] shut up binay. hahaha chat mo ko,0,1
Baseline,"trillanes, nilinaw na mas malala kung magiging presidente si duterte kaysa vp binay #dzmmteleikawnaba #halalan2016 | via dzmm teleradyo",0,1
Baseline,[mention] i therefore conclude that binay is very good in the business of stealing. [mention],0,1
Baseline,"vp binay ads: all drama. all ""paawa"". binay is painting a picture of being bullied, comparing himself to farmers, ofws, etc. #politicsph",0,1
Baseline,"in the end, we all concluded that we hate binay",0,1
Baseline,masama kang tao [mention] ?? pinamimigay mo na ko kay binay hayup ???? [url],0,1
Baseline,mar roxas.. zero charm in interviews... the more he speaks the less likely i vote for him.. #votemainefpp #kca,0,1
Baseline,"i will believe binay if his campaign will plug his achievements as vp, not always about makati. like duh.",0,1
Baseline,[mention] gago pre buong muka kay binay hahahahahahahah,0,1
Baseline,ydptrrr akun tsura sang 4thyr hahahahaha nawawalang anak ni binay ???????????????? [url],0,1
Baseline,"bat buhay ng mga yellow ang nsa mmk? bat di nila itry ung buhay ni binay, ni miriam, ni duterte, etc. bat ganun ha #abscbnzerointegrity",0,1
Baseline,rt [mention]: ang sarap isampal sa mukha ni binay yung mga ginawa ni quirino nung vp palang siya. #gurotopangulo,0,1
Baseline,baby won't you come my way? — saan ba tuwid na daan? ?? mar roxas? [url],0,1
Baseline,"punyemas wala na. matatalo na si #mayorduterte. 9,000+ si du30 8,000+ si #roxas. please philippines don't let mar win please #election2016",0,1
Baseline,rt [mention]: si binay madami ng na-boodle-boodle! madami ding binayaran. pero ako di magpapa-binay. di for sale boto ko. [url],0,1
Baseline,waaaaah!! sinong matinong botante ang ipagpapalit si miriam kina binay at roxas? nasilaw na din ba kayo ng pera?,0,1
Baseline,tuwang tuwa kayo sa isang satire article na nagsabi magwiwithdraw si miriam to make way for duterte? hahhahh shit bat ang bobo ng pamilya ko,0,1
Baseline,abay asang asa naman tong si mar roxas bilyon bilyon ang nagagastos sa pangangampanya,0,1
Baseline,rt [mention]: binay's political advertisement never fails to irritate me,0,1
Baseline,i'll understand people choosing duterte &gt; mds. but choosing mar/binay/poe &gt; mds? hinithit nyo ba yung indelible ink? #miriamforpresident,0,1
Baseline,[mention] ung iba takot na takot magisa ng mga students lalo n c binay may pobya na he he,0,1
Baseline,dati #duterte ako kasi he has paninindigan but now i don't like him anymore tatakbo siya cos poe won the case. #masyadosiyangpabebe,0,1
Baseline,"[mention] hahahahahahahahaha si mar roxas kanin nilagay sa mug, ikaw ulam. taray ??",0,1
Baseline,kung boboto kayo kay binay. dapat botohanin nyo din si honasan. kung hindi kayo magboto kay honasan. wag nyo... [url],0,1
Baseline,"tanggap ko namang di mananalo ang binoto kong si senadora miriam. pero ang di ko matanggap ay nauna pa sa kanya sina roxas, poe at binay!!!!",0,1
Baseline,rt [mention]: channel 2 promotes mar roxas and leni robredo. wiw. ??,0,1
Baseline,grabe. 4m na lamang ni mayor duterte kay poe.,0,1
Baseline,"binay will be staring in a movie called ""the dark force awakens"" [mention] #nognoghambog",0,1
Baseline,rt [mention]: whatever! vp binay..,0,1
Baseline,#aldubthering,0,1
Baseline,"mar regrets grace turned down to fight duterte for country's sake. no mar, it was to save the country from more of the same noynoy rule. ??",0,1
Baseline,"#duterte thou shall not kill,#gracepoe thou shalt not renounce allegiance to country.binay thou shalt not steal! [url]",0,1
Baseline,[mention] [mention] parang si vp binay din may dummy? hahaha,0,1
Baseline,ang lala pls,0,1
Baseline,[mention] totoo yan ???? sawa na ako sa kadikluman kang campaign ni binay ???????? joke hahahahahahaha,0,1
Baseline,"trillanes, mas natatakot umano kay duterte dahil sa mga pagpatay kaysa kay vp binay na tinawag niyang ""magnanakaw"" #dzmmteleikawnaba",0,1
Baseline,"nakakainis ang ad ni binay. makati pa rin banner n'ya, 6 years s'ya nakaupo bilang vp, bakit 'di umunlad ibang cities like makati?",0,1
Baseline,[mention] ay rt nya oh. kala mo talaga ???? ayaw na ma tag e. alam ko kung sino may kasalanan? haha only binay! ????,0,1
Baseline,only binay?????? srsly guyssss,0,1
Baseline,"rt [mention]: porket iniendorse lang ni dj si mar roxas, naturn off ka na? wtf. #psypagyanig [url]",0,1
Baseline,"rt [mention]: mar roxas forever arrogant, i can't imagine him as a president plus the irritating first lady on his side.",0,1
Baseline,"ayon kay koring: ang darating na eleksyon ay laban ng good &amp; evil, laban ng liwanag &amp; kadiliman siguro si poe at binay yung sinasabi niya",0,1
Baseline,"so, i have decided. i won't vote for #du30. i won't even vote for roxas, too. as well as binay and poe. heck, i... [url]",0,1
Baseline,and they say binay will sell ph to cn. kaya pala galit na galit sila. kasi magkakaroon ng kumpetensya. mga gunggong. [url],0,1
Baseline,poe - ayaw mo kay fpj,0,1
Baseline,"no to poetry, so much with your words! parang commercial lang! #pilipinasdebates2016 presidente duterte",0,1
Baseline,[mention] *binay dies*,0,1
Baseline,hahaahha,0,1
Baseline,[mention] mron po dto pandaraya c du30 at marcos ang binoto ni manong kso ang lumbas s resibo nya c mar roxas at robredo ang lumbas,0,1
Baseline,duterte till the end.,0,1
Baseline,"binay calls duterte ‘abnormal,’ says he has ‘sick mind’ [url] | [mention] #voteph2016 #pilipinas2016",0,1
Baseline,"current rank: #1 si duterte, pero ba't #2 si mar roxas?!?!?! tanginang yan",0,1
Baseline,"walang trabaho, drama lang mar roxas",0,1
Baseline,mar roxas : make poverty eradication your priority issue .daang matuwid didn't generate inclusive growth!,0,1
Baseline,"rt [mention]: only binay touches my skin, what touches yours? ahahhahaha",0,1
Baseline,ang daming alam ni mar roxas aba tumulong lang sa yolanda victims un lang ata ang di nia alam ..,0,1
Baseline,rt [mention]: anong nababalitaan ko si mar roxas daw i-endorse ni dj? no way pls.,0,1
Baseline,rt [mention]: how anyone can even think of voting mar roxas is beyond me. the guy is an incompetent pushover who lacks common sense. …,0,1
Baseline,[mention] haha onga omg si binay hahahaha,0,1
Baseline,ulit ulit ay pinapakitid lang! naninira lang sila wag na natin isipin sila. #poe2016 #labanpoe2016,0,1
Baseline,bakit si roxas ayaw pumunta? di lang kasi boo abutin niya! go vp binay! #binayforpresident #nognogsinunog #onlybinay [url],0,1
Baseline,#beautyandthebestieparade,0,1
Baseline,binay and roxas are the same. they both run not for public but for their personal interest. shame. #voteph2016 [mention],0,1
Baseline,"pugoy: hostage davao starring ian veneracion 1992 duterte duterte sigaw pa more siraan: starring roxas, poe, binay [url]",0,1
Baseline,"re-post: mar roxas, we are warning you: play dirty, and we'll play rough. play fair, and we'll play fair too. do... [url]",0,1
Baseline,mag lipshiner dalat ni si junjun oy #junjun #binay,0,1
Baseline,pati ba naman si binay naging crush ko so eww. naman huhuhu,0,1
Baseline,[mention] [mention] epal ka naman. ?? parang kang si mar roxas.,0,1
Baseline,[mention] yes! since they are endorsing mar roxas from the beginning #abiascbn,0,1
Baseline,im expecting duterte or santiago with highest votes not roxas sorry ayoko sa dayaang matuwid,0,1
Baseline,tanginang binay -_- #psysabog,0,1
Baseline,[mention] alden was never on the list. mar roxas wouldn't want someone who'll dubsmash for his campaign. thats sick as fvck ??,0,1
Baseline,"sinusulsol sa atin mga nagawa nya, para iboto sya, only binay",0,1
Baseline,"binay, ganito ang walang tinatago. when invited for an investigation mar appears. unlike binay, nagtatago! [url]",0,1
Baseline,#presidentiables,0,1
Baseline,"nakakapagtaka kung bakit walang commercial si binay tungkol sa ""ang kurakot"".",0,1
Baseline,black lady daw nasa makati hahahaha oops binay ????,0,1
Baseline,"[mention] [mention] nora: noranians, vilma: vilmanians, binay: binayran ??",0,1
Baseline,"no hate kay poe and duterte though. in the end, it's the duty of every filipino to unite behind the new government.",0,1
Baseline,"seriously though, what will happwn to the philippines if we have manny pacquiao, alma moreno and the binays in our senate? smh...",0,1
Baseline,[mention] atleast si binay hindi katulad ni roxas na gagawi lahat maiangat lng sarili nya pwe,0,1
Baseline,#phvotemiriam,0,1
Baseline,"even if you're for defensor, duterte, mar, or poe, we can all agree that binay is shit. #pilipinasdebates2016",0,1
Baseline,di ko na alam binay... nawala cover ko kingina...,0,1
Baseline,rt [mention]: #rememberingyolanda made me realize how fake mar roxas is.,0,1
Baseline,kawawa naman ung pulis na nasaktan sa #apec2015 rally. gwapo pa ba naman at nakabraces pa. dapat c binay or mia genmgr na lang [mention],0,1
Baseline,i'm not pro-marcos but sometimes i do wonder why marcos closed abs-cbn down? a: coz of their manipulative/false media. duterte till the end,0,1
Baseline,bakit laging si mar tinitira nya? bakit si binay di nya ginaganito? hmmm [url],0,1
Baseline,"matagal na tong issue na to kay vp binay a, bakit ngayon palang kakasuhan???",0,1
Baseline,#notoroxas,0,1
Baseline,ph vote duterte,0,1
Baseline,just passed by what appears to be the poorest part of makati. only binay.,0,1
Baseline,"[mention] bakit magkakakukay ata sila binay, du30 at mar? very wrong ??",0,1
Baseline,mar roxas u look like my ass,0,1
Baseline,#binay2016 :bawal na bawal na ang kurakot sa palasyo! [url],0,1
Baseline,#onlybinayagainstrape,0,1
Baseline,"panuorin nu muna ng buo, bago kau mag balita ng mali mar roxas jojo binay [url]",0,1
Baseline,"sa debate si roxas at binay parang walang balls kung sumagot,magtanong at mag explain. may point sila pero pointless naman. ??????",0,1
Baseline,[mention] sa inyo ni kokey/binay,0,1
Baseline,roasted binay.,0,1
Baseline,kun sakaling tumakbo nga si duterte. duterte vs miriam. mahahati pa ung mga votes. baka manalo pa si binay creepy :( #takboduterte,0,1
Baseline,[trendin now] bagong video ng mga kapalpakan ni mar roxas [url],0,1
Baseline,"trending are pilipinas debate,duterte,abiascbn, binay [url]",0,1
Baseline,"when uplb iskos roasted binay everone is happy. when it's dutertes turn, everyone thinks that is way too disrespectful. double standards.",0,1
Baseline,#binay o #duterte? constantly choosing the lesser of two evils is still choosing evil. ... [url] [url],0,1
Baseline,#hucospicos ni mar,0,1
Baseline,rt [mention]: wait di ko kinaya yung commercial ni binay. omg. #sinosinognog #kinginamoka,0,1
Baseline,yan ang programang pantawid pamilya kaya’t tuloy-tuloy ang pagbabago . maliwanag na daan kay vp binay lang #mambobolangduterte,0,1
Baseline,the camp of mar roxas has reportedly offered p100 million to the“aldub” - no no no way! #aldub15thweeksary [url],0,1
Baseline,rt [mention]: mar roxas on calls for sen. poe to inhibit from mamasapano probe: it's not for me to comment on somebody else's conduct…,0,1
Baseline,wth manny pacquiao bakit kay binay pa? ??,0,1
Baseline,magkano ba ginastos ni roxas at binay bat sila yung humahabol kay duterte? why not miriam?!! philippines! wake up!!!! #halalan2016,0,1
Baseline,"i voted meriam for president, but if she didnt won? okey na saken si duterte wag lang si roxas.please lang! kahit na sino wag lang si roxas.",0,1
Baseline,"[mention] [mention] plenty "" tinnitus ping"" quiet time with himself &amp; reflect how he &amp; #maroxas lost their marbles playing liar's dice",0,1
Baseline,"[mention] pero if roxas or duterte lang din, duterte nalang hahaha jusko maawa naman ang tuwid na daan kay roxas myghad",0,1
Baseline,sunkissed. but this doesn't mean i support binay for president.… [url],0,1
Baseline,#aldub14thweeksary,0,1
Baseline,[mention] [mention] [mention] cant get any more trapoesque cliche than that.,0,1
Baseline,"hindi na ako magtataka kung pati si mar roxas, may episode din sa mmk. #abscbnfail",0,1
Baseline,rt [mention]: nagpa-birthday boodle fight si vp binay. naks ang dami kasing nacorrupt.,0,1
Baseline,boo mar roxas ???? he has that attitude towards yolanda victims too. [url],0,1
Baseline,hindi daw tayo nanakawan ni mar roxas. kase nauna na siya magnakaw ???? [url],0,1
Baseline,"hoy, [mention], wala pala kayong spoon &amp; fork? ayoko na kumain sa inyo kung ganun. lol. #binay [url]",0,1
Baseline,"rt [mention]: sa bibig mismo ni binay nanggaling na okay naman ang buhay nila noon. ano ba yan, #liarliar. [url] https:/…",0,1
Baseline,"kahit hindi na si miriam ang mahalal, utang na loob wag lang si binay! #halalan2016 #pilipinasdebates2016",0,1
Baseline,"goodbye na ang mga pangarap ng mga binay, vp binay will not be the next president of the ph. bawal ang kurap! [url]",0,1
Baseline,#whatscaresme,0,1
Baseline,"actually, i considered roxas, and siguro i'm not that against sa unti unti niyang paghabol kay duterte. pero shit. malaking gulo to sa huli.",0,1
Baseline,"mar roxas walang nagawa, pulos paninira #inutil [url]",0,1
Baseline,kaumay si binay &amp; mar ??,0,1
Baseline,may gobyerno ka ng inutil naman? kung nagtrabaho lang sana ng maaayos si mar roxas sa loob ng 5 taon hindi niya... [url],0,1
Baseline,bakit maitim si binay? — wala kasing bubong bahay nila dati nigguh [url],0,1
Baseline,mar roxas desparetely seeking poe #nowyouknowyourgoingdown #eleksyon2016 #imforchange #du30 [mention],0,1
Baseline,"rt [mention]: mas issue pa ba ang decision ni duterte to run, kaysa sa graft cases ng mga binay? srsly",0,1
Baseline,[url],0,1
Baseline,"unfair. magagalit dyan sina poe, binay at santiago.",0,1
Baseline,binay at roxas walang humpay na sinisiraan si duterte,0,1
Baseline,"why hate napoles/binay? naranasan ko naman sila, buhay pa naman ako. siguro pag matalino dapat i-hate sila. [url]",0,1
Baseline,"binay to build subway if elected president? underground transaction, este, construction pa more! [url]",0,1
Baseline,"hinahanap nila si mar roxas dahil nasa-kanya ang tuwid na daan. naliligaw daw sila e. if its ufo or something,... [url]",0,1
Baseline,sakit sa bangs ni binay. #pilipinasdebates2016,0,1
Baseline,me: you just started a war. ?? #dayaanmoves,0,1
Baseline,"rt [mention]: interesting... kung amerikano si grace poe, japanese collaborator naman ang ninuno ni mar roxas at si binay, galing sa plane…",0,1
Baseline,#binay:the veterans memorial hospital presidential suite is waiting for your hospital arrest!,0,1
Baseline,"na-lss ako sa campaign song ni binay ?? ""only binay, only binay"" whew. kantang bagay sa mainit na panahon. #sunog",0,1
Baseline,[mention] wala pa nga nakaupo si duterte nasa kulungan na sila roxas sa paningin ko,0,1
Baseline,"alma moreno, like seriously? you'll be nancy binay 2.0",0,1
Baseline,i'm dying a little inside.,0,1
Baseline,[mention] yung pcos machines nga sa gapo ate tinesting miriam at duterte nakashade pero roxas lumalabas. pwe!,0,1
Baseline,poe should drop out in favor of roxas to galvanize duterte's win. even poe's supporters will not vote for that shit.,0,1
Baseline,si trillanes kasi ang sabi nya noon hindi daw korap so duterte pero ngayun sasabihin nya korup tanga naman nya #bilangpilipino,0,1
Baseline,#duterteforpresident,0,1
Baseline,rt [mention]: napapalipat ako bigla ng channel sa tv kapag si jejemon binay na ang nasa screen. juice ko. parang end of the world na 'pag…,0,1
Baseline,"cong toby tiangco: lahat ng batikos, birada kay vp binay kaya nya tiisin ngunit yung naririnig nyang kahirapan,reklamo hindi nya kaya tiisin",0,1
Baseline,"kung may binay candy, may mar sa kalendaryo. kainis. ?? [url]",0,1
Baseline,"alaga baste:durian,may amoy paolo:tsinelas, naka-rubber luis:alampay, nakalaylay sandro:bank accounts,malaki binay:uling, maitim #rp69fanfic",0,1
Baseline,"pag nagsuot ng wig si binay tapos minake-up'an, magiging kamukha niya si lola nidora. ??",0,1
Baseline,"""makapoy - mar roxas ""oo makapoy - dj hahahahahaha qtqt. kapoy ka sa taping j? [mention] #psypagyanig",0,1
Baseline,mar roxas on calls for sen. poe to inhibit from mamasapano probe: it's not for me to comment on somebody else's conduct [mention],0,1
Baseline,"puro tayo disqualification cases sa mga presidentiable, si binay tuwang tuwa at nakalimutan na natin ang isyu sa kanya. [mention]",0,1
Baseline,"may daya na din sa zamboanga. kahit si duterte yung binoto, roxas talaga yung lumabas sa resibo. ???? #halalan2016",0,1
Baseline,"miriam and duterte splitting votes, mar in there...just means that the unqualified ""bagito"" 'kano american in poe will run away with this :(",0,1
Baseline,aba naito sa amin c binay??? #abscbnzerointegrity [url],0,1
Baseline,[mention] ..which is a lie.. it was binay's spox who first made public grace poe's problem on residency di ba? [mention] [mention],0,1
